alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);300;Euclidean;Never;Yes (468ms );468;2262;128;
A* (A Star);300;Octile;Never;Yes (373ms );373;2025;128;
A* (A Star);300;Chebyshev;Never;Yes (582ms );582;2530;128;
Best First Search;300;Manhattan;Never;Yes (8ms );8;331;140;
Best First Search;300;Euclidean;Never;Yes (8ms );8;335;136;
Best First Search;300;Octile;Never;Yes (8ms );8;332;136;
Best First Search;300;Chebyshev;Never;Yes (13ms );13;395;132;
Dijkstra;300;Manhattan;Never;Yes (3002ms );3002;5517;128;
Dijkstra;300;Euclidean;Never;Yes (2998ms );2998;5517;128;
Dijkstra;300;Octile;Never;Yes (3000ms );3000;5517;128;
Dijkstra;300;Chebyshev;Never;Yes (3010ms );3010;5517;128;
A* (A Star);301;Manhattan;Never;Yes (53ms );53;789;100;
A* (A Star);301;Euclidean;Never;Yes (176ms );176;1387;100;
A* (A Star);301;Octile;Never;Yes (161ms );161;1300;100;
A* (A Star);301;Chebyshev;Never;Yes (225ms );225;1553;100;
Best First Search;301;Manhattan;Never;Yes (7ms );7;269;108;
Best First Search;301;Euclidean;Never;Yes (5ms );5;253;106;
Best First Search;301;Octile;Never;Yes (5ms );5;237;106;
Best First Search;301;Chebyshev;Never;Yes (4ms );4;222;102;
Dijkstra;301;Manhattan;Never;Yes (983ms );983;3247;100;
Dijkstra;301;Euclidean;Never;Yes (989ms );989;3247;100;
Dijkstra;301;Octile;Never;Yes (981ms );981;3247;100;
Dijkstra;301;Chebyshev;Never;Yes (985ms );985;3247;100;
A* (A Star);302;Manhattan;Never;Yes (24ms );24;524;66;
A* (A Star);302;Euclidean;Never;Yes (48ms );48;723;66;
A* (A Star);302;Octile;Never;Yes (35ms );35;631;66;
A* (A Star);302;Chebyshev;Never;Yes (68ms );68;874;66;
Best First Search;302;Manhattan;Never;Yes (1ms );1;144;66;
Best First Search;302;Euclidean;Never;Yes (1ms );1;146;70;
Best First Search;302;Octile;Never;Yes (1ms );1;146;70;
Best First Search;302;Chebyshev;Never;Yes (2ms );2;150;70;
Dijkstra;302;Manhattan;Never;Yes (1100ms );1100;3438;66;
Dijkstra;302;Euclidean;Never;Yes (1107ms );1107;3438;66;
Dijkstra;302;Octile;Never;Yes (1105ms );1105;3438;66;
Dijkstra;302;Chebyshev;Never;Yes (1103ms );1103;3438;66;
A* (A Star);303;Manhattan;Never;Yes (95ms );95;1003;101;
A* (A Star);303;Euclidean;Never;Yes (415ms );415;2102;101;
A* (A Star);303;Octile;Never;Yes (342ms );342;1903;101;
A* (A Star);303;Chebyshev;Never;Yes (589ms );589;2518;101;
Best First Search;303;Manhattan;Never;Yes (11ms );11;347;139;
Best First Search;303;Euclidean;Never;Yes (4ms );4;228;117;
Best First Search;303;Octile;Never;Yes (4ms );4;230;117;
Best First Search;303;Chebyshev;Never;Yes (5ms );5;258;115;
Dijkstra;303;Manhattan;Never;Yes (3890ms );3890;6310;101;
Dijkstra;303;Euclidean;Never;Yes (3912ms );3912;6310;101;
Dijkstra;303;Octile;Never;Yes (3940ms );3940;6310;101;
Dijkstra;303;Chebyshev;Never;Yes (3985ms );3985;6310;101;
A* (A Star);304;Manhattan;Never;Yes (40ms );40;667;85;
A* (A Star);304;Euclidean;Never;Yes (96ms );96;1019;85;
A* (A Star);304;Octile;Never;Yes (72ms );72;903;85;
A* (A Star);304;Chebyshev;Never;Yes (134ms );134;1193;85;
Best First Search;304;Manhattan;Never;Yes (3ms );3;203;97;
Best First Search;304;Euclidean;Never;Yes (3ms );3;194;89;
Best First Search;304;Octile;Never;Yes (3ms );3;195;89;
Best First Search;304;Chebyshev;Never;Yes (3ms );3;193;95;
Dijkstra;304;Manhattan;Never;Yes (590ms );590;2494;85;
Dijkstra;304;Euclidean;Never;Yes (586ms );586;2494;85;
Dijkstra;304;Octile;Never;Yes (591ms );591;2494;85;
Dijkstra;304;Chebyshev;Never;Yes (584ms );584;2494;85;
A* (A Star);305;Manhattan;Never;Yes (371ms );371;1982;157;
A* (A Star);305;Euclidean;Never;Yes (1545ms );1545;3960;157;
A* (A Star);305;Octile;Never;Yes (1319ms );1319;3676;157;
A* (A Star);305;Chebyshev;Never;Yes (2054ms );2054;4575;157;
Best First Search;305;Manhattan;Never;Yes (9ms );9;337;163;
Best First Search;305;Euclidean;Never;Yes (8ms );8;312;161;
Best First Search;305;Octile;Never;Yes (8ms );8;317;161;
Best First Search;305;Chebyshev;Never;Yes (17ms );17;467;185;
Dijkstra;305;Manhattan;Never;Yes (4532ms );4532;6737;157;
Dijkstra;305;Euclidean;Never;Yes (4547ms );4547;6737;157;
Dijkstra;305;Octile;Never;Yes (4475ms );4475;6737;157;
Dijkstra;305;Chebyshev;Never;Yes (4457ms );4457;6737;157;
A* (A Star);306;Manhattan;Never;Yes (2ms );2;146;35;
A* (A Star);306;Euclidean;Never;Yes (3ms );3;211;35;
A* (A Star);306;Octile;Never;Yes (3ms );3;185;35;
A* (A Star);306;Chebyshev;Never;Yes (7ms );7;279;35;
Best First Search;306;Manhattan;Never;Yes (0ms );0;89;41;
Best First Search;306;Euclidean;Never;Yes (0ms );0;69;35;
Best First Search;306;Octile;Never;Yes (0ms );0;69;35;
Best First Search;306;Chebyshev;Never;Yes (0ms );0;69;35;
Dijkstra;306;Manhattan;Never;Yes (114ms );114;1137;35;
Dijkstra;306;Euclidean;Never;Yes (116ms );116;1137;35;
Dijkstra;306;Octile;Never;Yes (111ms );111;1137;35;
Dijkstra;306;Chebyshev;Never;Yes (114ms );114;1137;35;
A* (A Star);307;Manhattan;Never;Yes (6ms );6;274;50;
A* (A Star);307;Euclidean;Never;Yes (19ms );19;454;50;
A* (A Star);307;Octile;Never;Yes (15ms );15;408;50;
A* (A Star);307;Chebyshev;Never;Yes (29ms );29;565;50;
Best First Search;307;Manhattan;Never;Yes (2ms );2;163;78;
Best First Search;307;Euclidean;Never;Yes (1ms );1;142;58;
Best First Search;307;Octile;Never;Yes (1ms );1;148;58;
Best First Search;307;Chebyshev;Never;Yes (1ms );1;134;58;
Dijkstra;307;Manhattan;Never;Yes (336ms );336;1917;50;
Dijkstra;307;Euclidean;Never;Yes (336ms );336;1917;50;
Dijkstra;307;Octile;Never;Yes (332ms );332;1917;50;
Dijkstra;307;Chebyshev;Never;Yes (336ms );336;1917;50;
A* (A Star);308;Manhattan;Never;Yes (14ms );14;395;66;
A* (A Star);308;Euclidean;Never;Yes (60ms );60;813;66;
A* (A Star);308;Octile;Never;Yes (53ms );53;755;66;
A* (A Star);308;Chebyshev;Never;Yes (97ms );97;1035;66;
Best First Search;308;Manhattan;Never;Yes (2ms );2;179;74;
Best First Search;308;Euclidean;Never;Yes (2ms );2;158;68;
Best First Search;308;Octile;Never;Yes (2ms );2;160;68;
Best First Search;308;Chebyshev;Never;Yes (4ms );4;235;96;
Dijkstra;308;Manhattan;Never;Yes (2023ms );2023;4607;66;
Dijkstra;308;Euclidean;Never;Yes (2017ms );2017;4607;66;
Dijkstra;308;Octile;Never;Yes (2017ms );2017;4607;66;
Dijkstra;308;Chebyshev;Never;Yes (2031ms );2031;4607;66;
A* (A Star);309;Manhattan;Never;Yes (35ms );35;610;65;
A* (A Star);309;Euclidean;Never;Yes (67ms );67;871;65;
A* (A Star);309;Octile;Never;Yes (59ms );59;811;65;
A* (A Star);309;Chebyshev;Never;Yes (81ms );81;950;65;
Best First Search;309;Manhattan;Never;Yes (2ms );2;155;79;
Best First Search;309;Euclidean;Never;Yes (2ms );2;153;79;
Best First Search;309;Octile;Never;Yes (2ms );2;154;75;
Best First Search;309;Chebyshev;Never;Yes (2ms );2;167;73;
Dijkstra;309;Manhattan;Never;Yes (271ms );271;1723;65;
Dijkstra;309;Euclidean;Never;Yes (266ms );266;1723;65;
Dijkstra;309;Octile;Never;Yes (264ms );264;1723;65;
Dijkstra;309;Chebyshev;Never;Yes (265ms );265;1723;65;
A* (A Star);310;Manhattan;Never;Yes (26ms );26;522;75;
A* (A Star);310;Euclidean;Never;Yes (65ms );65;857;75;
A* (A Star);310;Octile;Never;Yes (52ms );52;759;75;
A* (A Star);310;Chebyshev;Never;Yes (117ms );117;1119;75;
Best First Search;310;Manhattan;Never;Yes (2ms );2;174;77;
Best First Search;310;Euclidean;Never;Yes (3ms );3;191;99;
Best First Search;310;Octile;Never;Yes (3ms );3;196;99;
Best First Search;310;Chebyshev;Never;Yes (3ms );3;200;91;
Dijkstra;310;Manhattan;Never;Yes (770ms );770;2856;75;
Dijkstra;310;Euclidean;Never;Yes (781ms );781;2856;75;
Dijkstra;310;Octile;Never;Yes (776ms );776;2856;75;
Dijkstra;310;Chebyshev;Never;Yes (767ms );767;2856;75;
A* (A Star);311;Manhattan;Never;Yes (150ms );150;1281;120;
A* (A Star);311;Euclidean;Never;Yes (710ms );710;2737;120;
A* (A Star);311;Octile;Never;Yes (616ms );616;2550;120;
A* (A Star);311;Chebyshev;Never;Yes (853ms );853;2963;120;
Best First Search;311;Manhattan;Never;Yes (7ms );7;307;150;
Best First Search;311;Euclidean;Never;Yes (5ms );5;248;126;
Best First Search;311;Octile;Never;Yes (5ms );5;249;132;
Best First Search;311;Chebyshev;Never;Yes (5ms );5;248;126;
Dijkstra;311;Manhattan;Never;Yes (3005ms );3005;5473;120;
Dijkstra;311;Euclidean;Never;Yes (2961ms );2961;5473;120;
Dijkstra;311;Octile;Never;Yes (2976ms );2976;5473;120;
Dijkstra;311;Chebyshev;Never;Yes (2974ms );2974;5473;120;
A* (A Star);312;Manhattan;Never;Yes (81ms );81;945;98;
A* (A Star);312;Euclidean;Never;Yes (243ms );243;1642;98;
A* (A Star);312;Octile;Never;Yes (151ms );151;1303;98;
A* (A Star);312;Chebyshev;Never;Yes (376ms );376;2006;98;
Best First Search;312;Manhattan;Never;Yes (4ms );4;238;112;
Best First Search;312;Euclidean;Never;Yes (3ms );3;210;100;
Best First Search;312;Octile;Never;Yes (3ms );3;210;100;
Best First Search;312;Chebyshev;Never;Yes (3ms );3;216;100;
Dijkstra;312;Manhattan;Never;Yes (2350ms );2350;4944;98;
Dijkstra;312;Euclidean;Never;Yes (2356ms );2356;4944;98;
Dijkstra;312;Octile;Never;Yes (2360ms );2360;4944;98;
Dijkstra;312;Chebyshev;Never;Yes (2397ms );2397;4944;98;
A* (A Star);313;Manhattan;Never;Yes (188ms );188;1417;105;
A* (A Star);313;Euclidean;Never;Yes (415ms );415;2078;105;
A* (A Star);313;Octile;Never;Yes (394ms );394;2000;105;
A* (A Star);313;Chebyshev;Never;Yes (515ms );515;2346;105;
Best First Search;313;Manhattan;Never;Yes (5ms );5;254;121;
Best First Search;313;Euclidean;Never;Yes (6ms );6;272;125;
Best First Search;313;Octile;Never;Yes (6ms );6;273;125;
Best First Search;313;Chebyshev;Never;Yes (7ms );7;289;131;
Dijkstra;313;Manhattan;Never;Yes (2202ms );2202;4706;105;
Dijkstra;313;Euclidean;Never;Yes (2170ms );2170;4706;105;
Dijkstra;313;Octile;Never;Yes (2155ms );2155;4706;105;
Dijkstra;313;Chebyshev;Never;Yes (2153ms );2153;4706;105;
A* (A Star);314;Manhattan;Never;Yes (88ms );88;1000;111;
A* (A Star);314;Euclidean;Never;Yes (190ms );190;1427;111;
A* (A Star);314;Octile;Never;Yes (152ms );152;1274;111;
A* (A Star);314;Chebyshev;Never;Yes (232ms );232;1584;111;
Best First Search;314;Manhattan;Never;Yes (5ms );5;269;133;
Best First Search;314;Euclidean;Never;Yes (4ms );4;242;125;
Best First Search;314;Octile;Never;Yes (5ms );5;248;127;
Best First Search;314;Chebyshev;Never;Yes (5ms );5;250;119;
Dijkstra;314;Manhattan;Never;Yes (1597ms );1597;4092;111;
Dijkstra;314;Euclidean;Never;Yes (1612ms );1612;4092;111;
Dijkstra;314;Octile;Never;Yes (1639ms );1639;4092;111;
Dijkstra;314;Chebyshev;Never;Yes (1634ms );1634;4092;111;
A* (A Star);315;Manhattan;Never;Yes (11ms );11;336;54;
A* (A Star);315;Euclidean;Never;Yes (39ms );39;638;54;
A* (A Star);315;Octile;Never;Yes (29ms );29;564;54;
A* (A Star);315;Chebyshev;Never;Yes (50ms );50;737;54;
Best First Search;315;Manhattan;Never;Yes (1ms );1;128;62;
Best First Search;315;Euclidean;Never;Yes (1ms );1;148;74;
Best First Search;315;Octile;Never;Yes (1ms );1;148;74;
Best First Search;315;Chebyshev;Never;Yes (1ms );1;111;54;
Dijkstra;315;Manhattan;Never;Yes (520ms );520;2316;54;
Dijkstra;315;Euclidean;Never;Yes (505ms );505;2316;54;
Dijkstra;315;Octile;Never;Yes (503ms );503;2316;54;
Dijkstra;315;Chebyshev;Never;Yes (521ms );521;2316;54;
A* (A Star);316;Manhattan;Never;Yes (0ms );0;95;29;
A* (A Star);316;Euclidean;Never;Yes (1ms );1;124;29;
A* (A Star);316;Octile;Never;Yes (1ms );1;109;29;
A* (A Star);316;Chebyshev;Never;Yes (2ms );2;161;29;
Best First Search;316;Manhattan;Never;Yes (0ms );0;71;31;
Best First Search;316;Euclidean;Never;Yes (0ms );0;65;31;
Best First Search;316;Octile;Never;Yes (0ms );0;65;31;
Best First Search;316;Chebyshev;Never;Yes (1ms );1;126;51;
Dijkstra;316;Manhattan;Never;Yes (64ms );64;836;29;
Dijkstra;316;Euclidean;Never;Yes (63ms );63;836;29;
Dijkstra;316;Octile;Never;Yes (64ms );64;836;29;
Dijkstra;316;Chebyshev;Never;Yes (69ms );69;836;29;
A* (A Star);317;Manhattan;Never;Yes (57ms );57;776;83;
A* (A Star);317;Euclidean;Never;Yes (146ms );146;1241;83;
A* (A Star);317;Octile;Never;Yes (130ms );130;1151;83;
A* (A Star);317;Chebyshev;Never;Yes (226ms );226;1557;83;
Best First Search;317;Manhattan;Never;Yes (5ms );5;192;83;
Best First Search;317;Euclidean;Never;Yes (2ms );2;175;87;
Best First Search;317;Octile;Never;Yes (2ms );2;170;85;
Best First Search;317;Chebyshev;Never;Yes (2ms );2;171;85;
Dijkstra;317;Manhattan;Never;Yes (1312ms );1312;3603;83;
Dijkstra;317;Euclidean;Never;Yes (1297ms );1297;3603;83;
Dijkstra;317;Octile;Never;Yes (1300ms );1300;3603;83;
Dijkstra;317;Chebyshev;Never;Yes (1292ms );1292;3603;83;
A* (A Star);318;Manhattan;Never;Yes (26ms );26;543;56;
A* (A Star);318;Euclidean;Never;Yes (40ms );40;671;56;
A* (A Star);318;Octile;Never;Yes (35ms );35;642;56;
A* (A Star);318;Chebyshev;Never;Yes (53ms );53;784;56;
Best First Search;318;Manhattan;Never;Yes (1ms );1;141;62;
Best First Search;318;Euclidean;Never;Yes (1ms );1;132;58;
Best First Search;318;Octile;Never;Yes (1ms );1;135;64;
Best First Search;318;Chebyshev;Never;Yes (1ms );1;137;58;
Dijkstra;318;Manhattan;Never;Yes (177ms );177;1401;56;
Dijkstra;318;Euclidean;Never;Yes (176ms );176;1401;56;
Dijkstra;318;Octile;Never;Yes (183ms );183;1401;56;
Dijkstra;318;Chebyshev;Never;Yes (179ms );179;1401;56;
A* (A Star);319;Manhattan;Never;Yes (0ms );0;72;15;
A* (A Star);319;Euclidean;Never;Yes (0ms );0;77;15;
A* (A Star);319;Octile;Never;Yes (0ms );0;74;15;
A* (A Star);319;Chebyshev;Never;Yes (0ms );0;95;15;
Best First Search;319;Manhattan;Never;Yes (0ms );0;41;17;
Best First Search;319;Euclidean;Never;Yes (0ms );0;50;23;
Best First Search;319;Octile;Never;Yes (0ms );0;50;23;
Best First Search;319;Chebyshev;Never;Yes (0ms );0;51;23;
Dijkstra;319;Manhattan;Never;Yes (9ms );9;316;15;
Dijkstra;319;Euclidean;Never;Yes (9ms );9;316;15;
Dijkstra;319;Octile;Never;Yes (9ms );9;316;15;
Dijkstra;319;Chebyshev;Never;Yes (9ms );9;316;15;
A* (A Star);320;Manhattan;Never;Yes (439ms );439;2146;142;
A* (A Star);320;Euclidean;Never;Yes (837ms );837;2947;142;
A* (A Star);320;Octile;Never;Yes (738ms );738;2764;142;
A* (A Star);320;Chebyshev;Never;Yes (919ms );919;3048;142;
Best First Search;320;Manhattan;Never;Yes (15ms );15;425;178;
Best First Search;320;Euclidean;Never;Yes (18ms );18;508;154;
Best First Search;320;Octile;Never;Yes (21ms );21;538;154;
Best First Search;320;Chebyshev;Never;Yes (21ms );21;520;174;
Dijkstra;320;Manhattan;Never;Yes (3548ms );3548;5919;142;
Dijkstra;320;Euclidean;Never;Yes (3540ms );3540;5919;142;
Dijkstra;320;Octile;Never;Yes (3540ms );3540;5919;142;
Dijkstra;320;Chebyshev;Never;Yes (3561ms );3561;5919;142;
A* (A Star);321;Manhattan;Never;Yes (13ms );13;377;73;
A* (A Star);321;Euclidean;Never;Yes (77ms );77;933;73;
A* (A Star);321;Octile;Never;Yes (55ms );55;779;73;
A* (A Star);321;Chebyshev;Never;Yes (103ms );103;1069;73;
Best First Search;321;Manhattan;Never;Yes (3ms );3;190;83;
Best First Search;321;Euclidean;Never;Yes (2ms );2;159;81;
Best First Search;321;Octile;Never;Yes (2ms );2;160;81;
Best First Search;321;Chebyshev;Never;Yes (2ms );2;165;79;
Dijkstra;321;Manhattan;Never;Yes (924ms );924;3114;73;
Dijkstra;321;Euclidean;Never;Yes (926ms );926;3114;73;
Dijkstra;321;Octile;Never;Yes (949ms );949;3114;73;
Dijkstra;321;Chebyshev;Never;Yes (925ms );925;3114;73;
A* (A Star);322;Manhattan;Never;Yes (46ms );46;700;62;
A* (A Star);322;Euclidean;Never;Yes (98ms );98;1019;62;
A* (A Star);322;Octile;Never;Yes (77ms );77;908;62;
A* (A Star);322;Chebyshev;Never;Yes (139ms );139;1209;62;
Best First Search;322;Manhattan;Never;Yes (3ms );3;184;84;
Best First Search;322;Euclidean;Never;Yes (1ms );1;135;70;
Best First Search;322;Octile;Never;Yes (2ms );2;156;82;
Best First Search;322;Chebyshev;Never;Yes (1ms );1;126;62;
Dijkstra;322;Manhattan;Never;Yes (1547ms );1547;3967;62;
Dijkstra;322;Euclidean;Never;Yes (1537ms );1537;3967;62;
Dijkstra;322;Octile;Never;Yes (1555ms );1555;3967;62;
Dijkstra;322;Chebyshev;Never;Yes (1581ms );1581;3967;62;
A* (A Star);323;Manhattan;Never;Yes (134ms );134;1213;106;
A* (A Star);323;Euclidean;Never;Yes (359ms );359;1948;106;
A* (A Star);323;Octile;Never;Yes (279ms );279;1722;106;
A* (A Star);323;Chebyshev;Never;Yes (560ms );560;2423;106;
Best First Search;323;Manhattan;Never;Yes (13ms );13;378;138;
Best First Search;323;Euclidean;Never;Yes (8ms );8;292;138;
Best First Search;323;Octile;Never;Yes (8ms );8;302;140;
Best First Search;323;Chebyshev;Never;Yes (4ms );4;230;106;
Dijkstra;323;Manhattan;Never;Yes (2417ms );2417;4957;106;
Dijkstra;323;Euclidean;Never;Yes (2416ms );2416;4957;106;
Dijkstra;323;Octile;Never;Yes (2419ms );2419;4957;106;
Dijkstra;323;Chebyshev;Never;Yes (2439ms );2439;4957;106;
A* (A Star);324;Manhattan;Never;Yes (11ms );11;308;53;
A* (A Star);324;Euclidean;Never;Yes (17ms );17;422;53;
A* (A Star);324;Octile;Never;Yes (14ms );14;391;53;
A* (A Star);324;Chebyshev;Never;Yes (28ms );28;528;53;
Best First Search;324;Manhattan;Never;Yes (2ms );2;153;65;
Best First Search;324;Euclidean;Never;Yes (1ms );1;116;55;
Best First Search;324;Octile;Never;Yes (1ms );1;116;55;
Best First Search;324;Chebyshev;Never;Yes (1ms );1;120;53;
Dijkstra;324;Manhattan;Never;Yes (304ms );304;1739;53;
Dijkstra;324;Euclidean;Never;Yes (300ms );300;1739;53;
Dijkstra;324;Octile;Never;Yes (306ms );306;1739;53;
Dijkstra;324;Chebyshev;Never;Yes (292ms );292;1739;53;
A* (A Star);325;Manhattan;Never;Yes (13ms );13;378;64;
A* (A Star);325;Euclidean;Never;Yes (34ms );34;536;64;
A* (A Star);325;Octile;Never;Yes (30ms );30;489;64;
A* (A Star);325;Chebyshev;Never;Yes (42ms );42;674;64;
Best First Search;325;Manhattan;Never;Yes (2ms );2;164;88;
Best First Search;325;Euclidean;Never;Yes (1ms );1;133;64;
Best First Search;325;Octile;Never;Yes (2ms );2;133;64;
Best First Search;325;Chebyshev;Never;Yes (1ms );1;140;72;
Dijkstra;325;Manhattan;Never;Yes (1408ms );1408;3722;64;
Dijkstra;325;Euclidean;Never;Yes (1379ms );1379;3722;64;
Dijkstra;325;Octile;Never;Yes (1393ms );1393;3722;64;
Dijkstra;325;Chebyshev;Never;Yes (1390ms );1390;3722;64;
A* (A Star);326;Manhattan;Never;Yes (1ms );1;139;29;
A* (A Star);326;Euclidean;Never;Yes (2ms );2;175;29;
A* (A Star);326;Octile;Never;Yes (2ms );2;167;29;
A* (A Star);326;Chebyshev;Never;Yes (3ms );3;200;29;
Best First Search;326;Manhattan;Never;Yes (0ms );0;64;31;
Best First Search;326;Euclidean;Never;Yes (0ms );0;66;37;
Best First Search;326;Octile;Never;Yes (0ms );0;66;37;
Best First Search;326;Chebyshev;Never;Yes (0ms );0;76;33;
Dijkstra;326;Manhattan;Never;Yes (37ms );37;620;29;
Dijkstra;326;Euclidean;Never;Yes (38ms );38;620;29;
Dijkstra;326;Octile;Never;Yes (35ms );35;620;29;
Dijkstra;326;Chebyshev;Never;Yes (35ms );35;620;29;
A* (A Star);327;Manhattan;Never;Yes (58ms );58;785;86;
A* (A Star);327;Euclidean;Never;Yes (231ms );231;1556;86;
A* (A Star);327;Octile;Never;Yes (193ms );193;1432;86;
A* (A Star);327;Chebyshev;Never;Yes (337ms );337;1881;86;
Best First Search;327;Manhattan;Never;Yes (4ms );4;229;106;
Best First Search;327;Euclidean;Never;Yes (3ms );3;188;92;
Best First Search;327;Octile;Never;Yes (2ms );2;183;96;
Best First Search;327;Chebyshev;Never;Yes (2ms );2;174;86;
Dijkstra;327;Manhattan;Never;Yes (3611ms );3611;5916;86;
Dijkstra;327;Euclidean;Never;Yes (3670ms );3670;5916;86;
Dijkstra;327;Octile;Never;Yes (3977ms );3977;5916;86;
Dijkstra;327;Chebyshev;Never;Yes (3507ms );3507;5916;86;
A* (A Star);328;Manhattan;Never;Yes (31ms );31;599;66;
A* (A Star);328;Euclidean;Never;Yes (84ms );84;956;66;
A* (A Star);328;Octile;Never;Yes (77ms );77;897;66;
A* (A Star);328;Chebyshev;Never;Yes (112ms );112;1111;66;
Best First Search;328;Manhattan;Never;Yes (4ms );4;219;72;
Best First Search;328;Euclidean;Never;Yes (1ms );1;135;66;
Best First Search;328;Octile;Never;Yes (1ms );1;135;66;
Best First Search;328;Chebyshev;Never;Yes (1ms );1;146;66;
Dijkstra;328;Manhattan;Never;Yes (1394ms );1394;3827;66;
Dijkstra;328;Euclidean;Never;Yes (1417ms );1417;3827;66;
Dijkstra;328;Octile;Never;Yes (1400ms );1400;3827;66;
Dijkstra;328;Chebyshev;Never;Yes (1394ms );1394;3827;66;
A* (A Star);329;Manhattan;Never;Yes (31ms );31;585;68;
A* (A Star);329;Euclidean;Never;Yes (72ms );72;866;68;
A* (A Star);329;Octile;Never;Yes (61ms );61;822;68;
A* (A Star);329;Chebyshev;Never;Yes (94ms );94;999;68;
Best First Search;329;Manhattan;Never;Yes (3ms );3;194;72;
Best First Search;329;Euclidean;Never;Yes (2ms );2;156;70;
Best First Search;329;Octile;Never;Yes (3ms );3;195;70;
Best First Search;329;Chebyshev;Never;Yes (4ms );4;209;68;
Dijkstra;329;Manhattan;Never;Yes (304ms );304;1825;68;
Dijkstra;329;Euclidean;Never;Yes (311ms );311;1825;68;
Dijkstra;329;Octile;Never;Yes (307ms );307;1825;68;
Dijkstra;329;Chebyshev;Never;Yes (308ms );308;1825;68;
A* (A Star);330;Manhattan;Never;Yes (188ms );188;1420;113;
A* (A Star);330;Euclidean;Never;Yes (536ms );536;2376;113;
A* (A Star);330;Octile;Never;Yes (376ms );376;2019;113;
A* (A Star);330;Chebyshev;Never;Yes (714ms );714;2732;113;
Best First Search;330;Manhattan;Never;Yes (13ms );13;423;139;
Best First Search;330;Euclidean;Never;Yes (7ms );7;302;133;
Best First Search;330;Octile;Never;Yes (8ms );8;332;145;
Best First Search;330;Chebyshev;Never;Yes (7ms );7;313;141;
Dijkstra;330;Manhattan;Never;Yes (2827ms );2827;5398;113;
Dijkstra;330;Euclidean;Never;Yes (2838ms );2838;5398;113;
Dijkstra;330;Octile;Never;Yes (2838ms );2838;5398;113;
Dijkstra;330;Chebyshev;Never;Yes (2833ms );2833;5398;113;
A* (A Star);331;Manhattan;Never;Yes (11ms );11;345;52;
A* (A Star);331;Euclidean;Never;Yes (28ms );28;568;52;
A* (A Star);331;Octile;Never;Yes (22ms );22;505;52;
A* (A Star);331;Chebyshev;Never;Yes (46ms );46;706;52;
Best First Search;331;Manhattan;Never;Yes (1ms );1;109;54;
Best First Search;331;Euclidean;Never;Yes (1ms );1;107;54;
Best First Search;331;Octile;Never;Yes (1ms );1;108;54;
Best First Search;331;Chebyshev;Never;Yes (1ms );1;146;62;
Dijkstra;331;Manhattan;Never;Yes (532ms );532;2397;52;
Dijkstra;331;Euclidean;Never;Yes (535ms );535;2397;52;
Dijkstra;331;Octile;Never;Yes (530ms );530;2397;52;
Dijkstra;331;Chebyshev;Never;Yes (536ms );536;2397;52;
A* (A Star);332;Manhattan;Never;Yes (16ms );16;409;60;
A* (A Star);332;Euclidean;Never;Yes (34ms );34;609;60;
A* (A Star);332;Octile;Never;Yes (30ms );30;551;60;
A* (A Star);332;Chebyshev;Never;Yes (54ms );54;758;60;
Best First Search;332;Manhattan;Never;Yes (2ms );2;155;66;
Best First Search;332;Euclidean;Never;Yes (2ms );2;148;76;
Best First Search;332;Octile;Never;Yes (1ms );1;118;60;
Best First Search;332;Chebyshev;Never;Yes (1ms );1;138;62;
Dijkstra;332;Manhattan;Never;Yes (247ms );247;1635;60;
Dijkstra;332;Euclidean;Never;Yes (249ms );249;1635;60;
Dijkstra;332;Octile;Never;Yes (247ms );247;1635;60;
Dijkstra;332;Chebyshev;Never;Yes (247ms );247;1635;60;
A* (A Star);333;Manhattan;Never;Yes (236ms );236;1549;91;
A* (A Star);333;Euclidean;Never;Yes (394ms );394;2025;91;
A* (A Star);333;Octile;Never;Yes (366ms );366;1962;91;
A* (A Star);333;Chebyshev;Never;Yes (474ms );474;2238;91;
Best First Search;333;Manhattan;Never;Yes (4ms );4;221;99;
Best First Search;333;Euclidean;Never;Yes (4ms );4;232;103;
Best First Search;333;Octile;Never;Yes (4ms );4;229;103;
Best First Search;333;Chebyshev;Never;Yes (4ms );4;227;95;
Dijkstra;333;Manhattan;Never;Yes (1911ms );1911;4436;91;
Dijkstra;333;Euclidean;Never;Yes (1911ms );1911;4436;91;
Dijkstra;333;Octile;Never;Yes (1911ms );1911;4436;91;
Dijkstra;333;Chebyshev;Never;Yes (1917ms );1917;4436;91;
A* (A Star);334;Manhattan;Never;Yes (20ms );20;481;53;
A* (A Star);334;Euclidean;Never;Yes (35ms );35;635;53;
A* (A Star);334;Octile;Never;Yes (29ms );29;585;53;
A* (A Star);334;Chebyshev;Never;Yes (44ms );44;710;53;
Best First Search;334;Manhattan;Never;Yes (1ms );1;129;63;
Best First Search;334;Euclidean;Never;Yes (1ms );1;102;53;
Best First Search;334;Octile;Never;Yes (0ms );0;102;53;
Best First Search;334;Chebyshev;Never;Yes (1ms );1;105;53;
Dijkstra;334;Manhattan;Never;Yes (350ms );350;1970;53;
Dijkstra;334;Euclidean;Never;Yes (352ms );352;1970;53;
Dijkstra;334;Octile;Never;Yes (355ms );355;1970;53;
Dijkstra;334;Chebyshev;Never;Yes (351ms );351;1970;53;
A* (A Star);335;Manhattan;Never;Yes (151ms );151;1281;107;
