Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;18;File;Octile;IfAtMostOneObstacle;Yes;2;1691;89,1248916810278;
Best First Search;18;File;Chebyshev;IfAtMostOneObstacle;Yes;2;1691;91,1837661840735;
Dijkstra;18;File;Manhattan;IfAtMostOneObstacle;Yes;1043;6009;79,2842712474619;
Dijkstra;18;File;Euclidean;IfAtMostOneObstacle;Yes;1032;6009;79,2842712474619;
Dijkstra;18;File;Octile;IfAtMostOneObstacle;Yes;1052;6009;79,2842712474619;
Dijkstra;18;File;Chebyshev;IfAtMostOneObstacle;Yes;1041;6009;79,2842712474619;
A* (A Star);19;File;Manhattan;IfAtMostOneObstacle;Yes;24;783;65,5979797464466;
A* (A Star);19;File;Euclidean;IfAtMostOneObstacle;Yes;23;833;64,7695526217004;
A* (A Star);19;File;Octile;IfAtMostOneObstacle;Yes;18;833;64,7695526217004;
A* (A Star);19;File;Chebyshev;IfAtMostOneObstacle;Yes;34;1008;64,7695526217004;
Best First Search;19;File;Manhattan;IfAtMostOneObstacle;Yes;3;1008;80,811183182043;
Best First Search;19;File;Euclidean;IfAtMostOneObstacle;Yes;3;1008;92,7106781186547;
Best First Search;19;File;Octile;IfAtMostOneObstacle;Yes;3;1008;92,7106781186547;
Best First Search;19;File;Chebyshev;IfAtMostOneObstacle;Yes;2;1008;70,7695526217004;
Dijkstra;19;File;Manhattan;IfAtMostOneObstacle;Yes;239;2834;64,7695526217004;
Dijkstra;19;File;Euclidean;IfAtMostOneObstacle;Yes;239;2834;64,7695526217004;
Dijkstra;19;File;Octile;IfAtMostOneObstacle;Yes;248;2834;64,7695526217004;
Dijkstra;19;File;Chebyshev;IfAtMostOneObstacle;Yes;247;2834;64,7695526217004;
A* (A Star);20;File;Manhattan;IfAtMostOneObstacle;Yes;5;345;62,8700576850888;
A* (A Star);20;File;Euclidean;IfAtMostOneObstacle;Yes;15;643;62,8700576850888;
A* (A Star);20;File;Octile;IfAtMostOneObstacle;Yes;11;643;62,8700576850888;
A* (A Star);20;File;Chebyshev;IfAtMostOneObstacle;Yes;20;741;62,8700576850888;
Best First Search;20;File;Manhattan;IfAtMostOneObstacle;Yes;1;741;67,8406204335659;
Best First Search;20;File;Euclidean;IfAtMostOneObstacle;Yes;0;741;68,4264068711928;
Best First Search;20;File;Octile;IfAtMostOneObstacle;Yes;1;741;68,4264068711928;
Best First Search;20;File;Chebyshev;IfAtMostOneObstacle;Yes;1;741;68,2842712474619;
Dijkstra;20;File;Manhattan;IfAtMostOneObstacle;Yes;478;3934;62,8700576850888;
Dijkstra;20;File;Euclidean;IfAtMostOneObstacle;Yes;480;3934;62,8700576850888;
Dijkstra;20;File;Octile;IfAtMostOneObstacle;Yes;469;3934;62,8700576850888;
