alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);14;Chebyshev;OnlyWhenNoObstacles;Yes (71ms );71;708;63,3847763108502;
Best First Search;14;Manhattan;OnlyWhenNoObstacles;Yes (5ms );5;215;72,4558441227157;
Best First Search;14;Euclidean;OnlyWhenNoObstacles;Yes (5ms );5;221;75,6274169979695;
Best First Search;14;Octile;OnlyWhenNoObstacles;Yes (5ms );5;220;75,6274169979695;
Best First Search;14;Chebyshev;OnlyWhenNoObstacles;Yes (6ms );6;237;69,3847763108502;
Dijkstra;14;Manhattan;OnlyWhenNoObstacles;Yes (678ms );678;2210;63,3847763108502;
Dijkstra;14;Euclidean;OnlyWhenNoObstacles;Yes (679ms );679;2210;63,3847763108502;
Dijkstra;14;Octile;OnlyWhenNoObstacles;Yes (679ms );679;2210;63,3847763108502;
Dijkstra;14;Chebyshev;OnlyWhenNoObstacles;Yes (677ms );677;2210;63,3847763108502;
A* (A Star);15;Manhattan;OnlyWhenNoObstacles;Yes (5ms );5;203;50,3137084989848;
A* (A Star);15;Euclidean;OnlyWhenNoObstacles;Yes (35ms );35;513;49,9705627484771;
A* (A Star);15;Octile;OnlyWhenNoObstacles;Yes (27ms );27;441;49,9705627484771;
A* (A Star);15;Chebyshev;OnlyWhenNoObstacles;Yes (56ms );56;646;49,9705627484771;
Best First Search;15;Manhattan;OnlyWhenNoObstacles;Yes (1ms );1;118;51,1421356237309;
Best First Search;15;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;112;51,1421356237309;
Best First Search;15;Octile;OnlyWhenNoObstacles;Yes (1ms );1;112;51,1421356237309;
Best First Search;15;Chebyshev;OnlyWhenNoObstacles;Yes (2ms );2;134;51,7279220613579;
Dijkstra;15;Manhattan;OnlyWhenNoObstacles;Yes (1145ms );1145;2881;49,9705627484771;
Dijkstra;15;Euclidean;OnlyWhenNoObstacles;Yes (1141ms );1141;2881;49,9705627484771;
Dijkstra;15;Octile;OnlyWhenNoObstacles;Yes (1141ms );1141;2881;49,9705627484771;
Dijkstra;15;Chebyshev;OnlyWhenNoObstacles;Yes (1146ms );1146;2881;49,9705627484771;
A* (A Star);16;Manhattan;OnlyWhenNoObstacles;Yes (6ms );6;220;54,7279220613579;
A* (A Star);16;Euclidean;OnlyWhenNoObstacles;Yes (46ms );46;610;54,142135623731;
A* (A Star);16;Octile;OnlyWhenNoObstacles;Yes (35ms );35;544;54,142135623731;
A* (A Star);16;Chebyshev;OnlyWhenNoObstacles;Yes (72ms );72;772;54,142135623731;
Best First Search;16;Manhattan;OnlyWhenNoObstacles;Yes (2ms );2;141;60,142135623731;
Best First Search;16;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;133;58,9705627484771;
Best First Search;16;Octile;OnlyWhenNoObstacles;Yes (2ms );2;133;58,9705627484771;
Best First Search;16;Chebyshev;OnlyWhenNoObstacles;Yes (2ms );2;142;62,4852813742386;
Dijkstra;16;Manhattan;OnlyWhenNoObstacles;Yes (1520ms );1520;3244;54,142135623731;
Dijkstra;16;Euclidean;OnlyWhenNoObstacles;Yes (1504ms );1504;3244;54,142135623731;
Dijkstra;16;Octile;OnlyWhenNoObstacles;Yes (1514ms );1514;3244;54,142135623731;
