Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;7;Random;Manhattan;IfAtMostOneObstacle;Yes;0;149;59,6690475583121;
Best First Search;7;Random;Euclidean;IfAtMostOneObstacle;Yes;0;135;56,5979797464466;
Best First Search;7;Random;Octile;IfAtMostOneObstacle;Yes;0;146;61,0832611206852;
Best First Search;7;Random;Chebyshev;IfAtMostOneObstacle;Yes;0;129;51,2842712474619;
IDA* (IDA Star);7;Random;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);7;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);7;Random;Octile;IfAtMostOneObstacle;Yes;501;0;51,2842712474619;
IDA* (IDA Star);7;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;7;Random;Manhattan;IfAtMostOneObstacle;Yes;375;3402;49,8700576850888;
Dijkstra;7;Random;Euclidean;IfAtMostOneObstacle;Yes;376;3402;49,8700576850888;
Dijkstra;7;Random;Octile;IfAtMostOneObstacle;Yes;373;3402;49,8700576850888;
Dijkstra;7;Random;Chebyshev;IfAtMostOneObstacle;Yes;371;3402;49,8700576850888;
A* (A Star);8;Random;Manhattan;IfAtMostOneObstacle;Yes;2;254;76,0832611206852;
A* (A Star);8;Random;Euclidean;IfAtMostOneObstacle;Yes;17;690;74,9116882454314;
A* (A Star);8;Random;Octile;IfAtMostOneObstacle;Yes;11;540;74,9116882454314;
A* (A Star);8;Random;Chebyshev;IfAtMostOneObstacle;Yes;49;1228;74,9116882454314;
Best First Search;8;Random;Manhattan;IfAtMostOneObstacle;Yes;9;466;121,923881554251;
Best First Search;8;Random;Euclidean;IfAtMostOneObstacle;Yes;8;430;102,610173055266;
Best First Search;8;Random;Octile;IfAtMostOneObstacle;Yes;9;450;102,610173055266;
Best First Search;8;Random;Chebyshev;IfAtMostOneObstacle;Yes;8;444;92,3259018078045;
IDA* (IDA Star);8;Random;Manhattan;IfAtMostOneObstacle;Yes;1;0;92,3259018078045;
IDA* (IDA Star);8;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);8;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);8;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;8;Random;Manhattan;IfAtMostOneObstacle;Yes;889;5369;74,9116882454314;
Dijkstra;8;Random;Euclidean;IfAtMostOneObstacle;Yes;885;5369;74,9116882454314;
Dijkstra;8;Random;Octile;IfAtMostOneObstacle;Yes;887;5369;74,9116882454314;
Dijkstra;8;Random;Chebyshev;IfAtMostOneObstacle;Yes;892;5369;74,9116882454314;
A* (A Star);9;Random;Manhattan;IfAtMostOneObstacle;Yes;5;371;64,2842712474619;
A* (A Star);9;Random;Euclidean;IfAtMostOneObstacle;Yes;17;679;64,2842712474619;
A* (A Star);9;Random;Octile;IfAtMostOneObstacle;Yes;9;478;64,2842712474619;
A* (A Star);9;Random;Chebyshev;IfAtMostOneObstacle;Yes;34;956;64,2842712474619;
Best First Search;9;Random;Manhattan;IfAtMostOneObstacle;Yes;1;193;70,9116882454314;
Best First Search;9;Random;Euclidean;IfAtMostOneObstacle;Yes;1;198;76,0832611206852;
Best First Search;9;Random;Octile;IfAtMostOneObstacle;Yes;1;187;71,4974746830583;
Best First Search;9;Random;Chebyshev;IfAtMostOneObstacle;Yes;1;168;65,4558441227157;
IDA* (IDA Star);9;Random;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);9;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);9;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);9;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;9;Random;Manhattan;IfAtMostOneObstacle;Yes;498;4007;64,2842712474619;
Dijkstra;9;Random;Euclidean;IfAtMostOneObstacle;Yes;496;4007;64,2842712474619;
Dijkstra;9;Random;Octile;IfAtMostOneObstacle;Yes;504;4007;64,2842712474619;
Dijkstra;9;Random;Chebyshev;IfAtMostOneObstacle;Yes;495;4007;64,2842712474619;
A* (A Star);10;Random;Manhattan;IfAtMostOneObstacle;Yes;42;1068;88,0832611206852;
A* (A Star);10;Random;Euclidean;IfAtMostOneObstacle;Yes;57;1314;82,9116882454314;
A* (A Star);10;Random;Octile;IfAtMostOneObstacle;Yes;40;1088;82,9116882454314;
A* (A Star);10;Random;Chebyshev;IfAtMostOneObstacle;Yes;89;1643;82,9116882454314;
Best First Search;10;Random;Manhattan;IfAtMostOneObstacle;Yes;4;360;111,923881554251;
Best First Search;10;Random;Euclidean;IfAtMostOneObstacle;Yes;3;309;114,024386617639;
Best First Search;10;Random;Octile;IfAtMostOneObstacle;Yes;3;323;114,024386617639;
Best First Search;10;Random;Chebyshev;IfAtMostOneObstacle;Yes;3;274;98,6690475583121;
IDA* (IDA Star);10;Random;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);10;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);10;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);10;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;10;Random;Manhattan;IfAtMostOneObstacle;Yes;763;4951;82,9116882454314;
Dijkstra;10;Random;Euclidean;IfAtMostOneObstacle;Yes;785;4951;82,9116882454314;
Dijkstra;10;Random;Octile;IfAtMostOneObstacle;Yes;774;4951;82,9116882454314;
Dijkstra;10;Random;Chebyshev;IfAtMostOneObstacle;Yes;772;4951;82,9116882454314;
A* (A Star);11;Random;Manhattan;IfAtMostOneObstacle;Yes;7;407;107,639610306789;
A* (A Star);11;Random;Euclidean;IfAtMostOneObstacle;Yes;122;1876;104,225396744416;
A* (A Star);11;Random;Octile;IfAtMostOneObstacle;Yes;77;1322;104,225396744416;
A* (A Star);11;Random;Chebyshev;IfAtMostOneObstacle;Yes;194;2449;104,225396744416;
Best First Search;11;Random;Manhattan;IfAtMostOneObstacle;Yes;3;306;114,852813742386;
Best First Search;11;Random;Euclidean;IfAtMostOneObstacle;Yes;2;304;117,580735803743;
Best First Search;11;Random;Octile;IfAtMostOneObstacle;Yes;2;304;117,580735803743;
Best First Search;11;Random;Chebyshev;IfAtMostOneObstacle;Yes;3;287;111,254833995939;
IDA* (IDA Star);11;Random;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);11;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);11;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);11;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;11;Random;Manhattan;IfAtMostOneObstacle;Yes;1170;6144;104,225396744416;
Dijkstra;11;Random;Euclidean;IfAtMostOneObstacle;Yes;1174;6144;104,225396744416;
Dijkstra;11;Random;Octile;IfAtMostOneObstacle;Yes;1172;6144;104,225396744416;
Dijkstra;11;Random;Chebyshev;IfAtMostOneObstacle;Yes;1169;6144;104,225396744416;
A* (A Star);12;Random;Manhattan;IfAtMostOneObstacle;Yes;2;224;48,9705627484771;
A* (A Star);12;Random;Euclidean;IfAtMostOneObstacle;Yes;3;315;48,3847763108502;
A* (A Star);12;Random;Octile;IfAtMostOneObstacle;Yes;1;202;48,3847763108502;
A* (A Star);12;Random;Chebyshev;IfAtMostOneObstacle;Yes;8;397;48,3847763108502;
Best First Search;12;Random;Manhattan;IfAtMostOneObstacle;Yes;0;136;57,1126983722081;
Best First Search;12;Random;Euclidean;IfAtMostOneObstacle;Yes;0;139;55,0121933088197;
Best First Search;12;Random;Octile;IfAtMostOneObstacle;Yes;0;135;57,1126983722081;
Best First Search;12;Random;Chebyshev;IfAtMostOneObstacle;Yes;0;126;49,7989898732233;
IDA* (IDA Star);12;Random;Manhattan;IfAtMostOneObstacle;Yes;33;0;54,1126983722081;
IDA* (IDA Star);12;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);12;Random;Octile;IfAtMostOneObstacle;Yes;126;0;49,7989898732233;
IDA* (IDA Star);12;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;12;Random;Manhattan;IfAtMostOneObstacle;Yes;148;2148;48,3847763108502;
Dijkstra;12;Random;Euclidean;IfAtMostOneObstacle;Yes;149;2148;48,3847763108502;
Dijkstra;12;Random;Octile;IfAtMostOneObstacle;Yes;148;2148;48,3847763108502;
Dijkstra;12;Random;Chebyshev;IfAtMostOneObstacle;Yes;145;2148;48,3847763108502;
A* (A Star);13;Random;Manhattan;IfAtMostOneObstacle;Yes;1;129;38,0416305603426;
A* (A Star);13;Random;Euclidean;IfAtMostOneObstacle;Yes;3;286;37,2132034355964;
A* (A Star);13;Random;Octile;IfAtMostOneObstacle;Yes;2;251;37,2132034355964;
A* (A Star);13;Random;Chebyshev;IfAtMostOneObstacle;Yes;7;370;37,2132034355964;
Best First Search;13;Random;Manhattan;IfAtMostOneObstacle;Yes;0;113;39,698484809835;
Best First Search;13;Random;Euclidean;IfAtMostOneObstacle;Yes;0;108;39,698484809835;
Best First Search;13;Random;Octile;IfAtMostOneObstacle;Yes;0;106;39,698484809835;
Best First Search;13;Random;Chebyshev;IfAtMostOneObstacle;Yes;0;96;37,7989898732233;
IDA* (IDA Star);13;Random;Manhattan;IfAtMostOneObstacle;Yes;0;0;37,7989898732233;
IDA* (IDA Star);13;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);13;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);13;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;13;Random;Manhattan;IfAtMostOneObstacle;Yes;128;2003;37,2132034355964;
Dijkstra;13;Random;Euclidean;IfAtMostOneObstacle;Yes;129;2003;37,2132034355964;
Dijkstra;13;Random;Octile;IfAtMostOneObstacle;Yes;130;2003;37,2132034355964;
Dijkstra;13;Random;Chebyshev;IfAtMostOneObstacle;Yes;126;2003;37,2132034355964;
A* (A Star);14;Random;Manhattan;IfAtMostOneObstacle;Yes;0;112;39,698484809835;
A* (A Star);14;Random;Euclidean;IfAtMostOneObstacle;Yes;1;188;39,698484809835;
A* (A Star);14;Random;Octile;IfAtMostOneObstacle;Yes;1;163;39,698484809835;
A* (A Star);14;Random;Chebyshev;IfAtMostOneObstacle;Yes;5;352;39,698484809835;
Best First Search;14;Random;Manhattan;IfAtMostOneObstacle;Yes;1;165;61,5979797464466;
Best First Search;14;Random;Euclidean;IfAtMostOneObstacle;Yes;2;169;62,1837661840735;
Best First Search;14;Random;Octile;IfAtMostOneObstacle;Yes;0;134;39,698484809835;
Best First Search;14;Random;Chebyshev;IfAtMostOneObstacle;Yes;0;122;40,8700576850888;
IDA* (IDA Star);14;Random;Manhattan;IfAtMostOneObstacle;Yes;0;0;40,8700576850888;
IDA* (IDA Star);14;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);14;Random;Octile;IfAtMostOneObstacle;Yes;302;0;40,8700576850888;
IDA* (IDA Star);14;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;14;Random;Manhattan;IfAtMostOneObstacle;Yes;190;2440;39,698484809835;
