Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;7;Random;Chebyshev;Always;Yes;356;3291;45,7989898732233;
A* (A Star);8;Random;Manhattan;Always;Yes;0;126;32,8994949366117;
A* (A Star);8;Random;Euclidean;Always;Yes;1;188;32,8994949366117;
A* (A Star);8;Random;Octile;Always;Yes;1;157;32,8994949366117;
A* (A Star);8;Random;Chebyshev;Always;Yes;2;232;32,8994949366117;
Best First Search;8;Random;Manhattan;Always;Yes;0;91;35,3847763108502;
Best First Search;8;Random;Euclidean;Always;Yes;0;87;35,3847763108502;
Best First Search;8;Random;Octile;Always;Yes;0;87;35,3847763108502;
Best First Search;8;Random;Chebyshev;Always;Yes;0;87;35,142135623731;
IDA* (IDA Star);8;Random;Manhattan;Always;Yes;5;0;35,142135623731;
IDA* (IDA Star);8;Random;Euclidean;Always;Yes;471;0;35,142135623731;
IDA* (IDA Star);8;Random;Octile;Always;Yes;5;0;35,142135623731;
IDA* (IDA Star);8;Random;Chebyshev;Always;Yes;23;0;35,142135623731;
Dijkstra;8;Random;Manhattan;Always;Yes;159;2182;32,8994949366117;
Dijkstra;8;Random;Euclidean;Always;Yes;160;2182;32,8994949366117;
Dijkstra;8;Random;Octile;Always;Yes;157;2182;32,8994949366117;
Dijkstra;8;Random;Chebyshev;Always;Yes;159;2182;32,8994949366117;
A* (A Star);9;Random;Manhattan;Always;Yes;0;123;24,7279220613579;
A* (A Star);9;Random;Euclidean;Always;Yes;1;135;23,8994949366117;
A* (A Star);9;Random;Octile;Always;Yes;0;122;23,8994949366117;
A* (A Star);9;Random;Chebyshev;Always;Yes;1;185;23,8994949366117;
Best First Search;9;Random;Manhattan;Always;Yes;0;70;26,9705627484771;
Best First Search;9;Random;Euclidean;Always;Yes;0;66;27,7989898732233;
Best First Search;9;Random;Octile;Always;Yes;0;66;27,7989898732233;
Best First Search;9;Random;Chebyshev;Always;Yes;0;64;26,9705627484771;
IDA* (IDA Star);9;Random;Manhattan;Always;Yes;227;0;26,9705627484771;
IDA* (IDA Star);9;Random;Euclidean;Always;Yes;685;0;27,3847763108502;
IDA* (IDA Star);9;Random;Octile;Always;Yes;8;0;27,3847763108502;
IDA* (IDA Star);9;Random;Chebyshev;Always;Yes;186;0;27,3847763108502;
Dijkstra;9;Random;Manhattan;Always;Yes;31;957;23,8994949366117;
Dijkstra;9;Random;Euclidean;Always;Yes;31;957;23,8994949366117;
Dijkstra;9;Random;Octile;Always;Yes;31;957;23,8994949366117;
Dijkstra;9;Random;Chebyshev;Always;Yes;31;957;23,8994949366117;
A* (A Star);10;Random;Manhattan;Always;Yes;4;255;60,4558441227157;
A* (A Star);10;Random;Euclidean;Always;Yes;11;470;58,7989898732233;
A* (A Star);10;Random;Octile;Always;Yes;4;345;58,7989898732233;
A* (A Star);10;Random;Chebyshev;Always;Yes;20;722;58,7989898732233;
Best First Search;10;Random;Manhattan;Always;Yes;0;155;62,1126983722081;
Best First Search;10;Random;Euclidean;Always;Yes;0;156;62,9411254969543;
Best First Search;10;Random;Octile;Always;Yes;0;156;62,9411254969543;
Best First Search;10;Random;Chebyshev;Always;Yes;0;146;61,0416305603426;
IDA* (IDA Star);10;Random;Manhattan;Always;No;5001;0;-1;
IDA* (IDA Star);10;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);10;Random;Octile;Always;No;5001;0;-1;
IDA* (IDA Star);10;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;10;Random;Manhattan;Always;Yes;277;2904;58,7989898732233;
Dijkstra;10;Random;Euclidean;Always;Yes;264;2904;58,7989898732233;
Dijkstra;10;Random;Octile;Always;Yes;269;2904;58,7989898732233;
Dijkstra;10;Random;Chebyshev;Always;Yes;265;2904;58,7989898732233;
A* (A Star);11;Random;Manhattan;Always;Yes;0;77;26,5563491861041;
A* (A Star);11;Random;Euclidean;Always;Yes;0;107;25,3847763108502;
A* (A Star);11;Random;Octile;Always;Yes;0;85;25,3847763108502;
A* (A Star);11;Random;Chebyshev;Always;Yes;1;188;25,3847763108502;
Best First Search;11;Random;Manhattan;Always;Yes;0;82;32,4558441227157;
Best First Search;11;Random;Euclidean;Always;Yes;0;60;25,3847763108502;
Best First Search;11;Random;Octile;Always;Yes;0;73;31,2842712474619;
Best First Search;11;Random;Chebyshev;Always;Yes;0;72;28,2132034355964;
IDA* (IDA Star);11;Random;Manhattan;Always;Yes;0;0;28,2132034355964;
IDA* (IDA Star);11;Random;Euclidean;Always;Yes;55;0;28,2132034355964;
IDA* (IDA Star);11;Random;Octile;Always;Yes;1;0;28,2132034355964;
IDA* (IDA Star);11;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;11;Random;Manhattan;Always;Yes;43;1120;25,3847763108502;
Dijkstra;11;Random;Euclidean;Always;Yes;43;1120;25,3847763108502;
Dijkstra;11;Random;Octile;Always;Yes;42;1120;25,3847763108502;
Dijkstra;11;Random;Chebyshev;Always;Yes;41;1120;25,3847763108502;
A* (A Star);12;Random;Manhattan;Always;Yes;0;103;29,3847763108502;
A* (A Star);12;Random;Euclidean;Always;Yes;2;215;29,142135623731;
A* (A Star);12;Random;Octile;Always;Yes;2;173;29,142135623731;
A* (A Star);12;Random;Chebyshev;Always;Yes;3;276;29,142135623731;
Best First Search;12;Random;Manhattan;Always;Yes;0;70;29,3847763108502;
Best First Search;12;Random;Euclidean;Always;Yes;0;70;29,3847763108502;
Best First Search;12;Random;Octile;Always;Yes;0;70;29,3847763108502;
Best First Search;12;Random;Chebyshev;Always;Yes;0;70;29,7279220613579;
IDA* (IDA Star);12;Random;Manhattan;Always;Yes;14;0;29,7989898732233;
IDA* (IDA Star);12;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);12;Random;Octile;Always;Yes;157;0;29,7279220613579;
IDA* (IDA Star);12;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;12;Random;Manhattan;Always;Yes;33;1004;29,142135623731;
Dijkstra;12;Random;Euclidean;Always;Yes;33;1004;29,142135623731;
Dijkstra;12;Random;Octile;Always;Yes;34;1004;29,142135623731;
Dijkstra;12;Random;Chebyshev;Always;Yes;34;1004;29,142135623731;
A* (A Star);13;Random;Manhattan;Always;Yes;2;236;43,7989898732233;
A* (A Star);13;Random;Euclidean;Always;Yes;4;348;42,3847763108502;
A* (A Star);13;Random;Octile;Always;Yes;4;290;42,3847763108502;
A* (A Star);13;Random;Chebyshev;Always;Yes;10;490;42,3847763108502;
Best First Search;13;Random;Manhattan;Always;Yes;0;106;45,4558441227157;
Best First Search;13;Random;Euclidean;Always;Yes;0;103;44,8700576850888;
Best First Search;13;Random;Octile;Always;Yes;0;103;44,8700576850888;
Best First Search;13;Random;Chebyshev;Always;Yes;0;100;44,0416305603426;
IDA* (IDA Star);13;Random;Manhattan;Always;No;5001;0;-1;
IDA* (IDA Star);13;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);13;Random;Octile;Always;No;5001;0;-1;
IDA* (IDA Star);13;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;13;Random;Manhattan;Always;Yes;266;2874;42,3847763108502;
Dijkstra;13;Random;Euclidean;Always;Yes;265;2874;42,3847763108502;
Dijkstra;13;Random;Octile;Always;Yes;262;2874;42,3847763108502;
Dijkstra;13;Random;Chebyshev;Always;Yes;272;2874;42,3847763108502;
A* (A Star);14;Random;Manhattan;Always;Yes;12;550;82,698484809835;
A* (A Star);14;Random;Euclidean;Always;Yes;52;1205;81,8700576850888;
A* (A Star);14;Random;Octile;Always;Yes;20;737;81,8700576850888;
A* (A Star);14;Random;Chebyshev;Always;Yes;88;1610;81,8700576850888;
Best First Search;14;Random;Manhattan;Always;Yes;1;222;92,7401153701776;
Best First Search;14;Random;Euclidean;Always;Yes;1;211;89,9116882454314;
Best First Search;14;Random;Octile;Always;Yes;1;211;89,9116882454314;
Best First Search;14;Random;Chebyshev;Always;Yes;1;215;87,7695526217004;
IDA* (IDA Star);14;Random;Manhattan;Always;No;5001;0;-1;
IDA* (IDA Star);14;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);14;Random;Octile;Always;No;5001;0;-1;
IDA* (IDA Star);14;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;14;Random;Manhattan;Always;Yes;844;5180;81,8700576850888;
Dijkstra;14;Random;Euclidean;Always;Yes;852;5180;81,8700576850888;
Dijkstra;14;Random;Octile;Always;Yes;842;5180;81,8700576850888;
Dijkstra;14;Random;Chebyshev;Always;Yes;853;5180;81,8700576850888;
A* (A Star);15;Random;Manhattan;Always;Yes;0;113;40,8700576850888;
A* (A Star);15;Random;Euclidean;Always;Yes;2;272;38,6274169979695;
A* (A Star);15;Random;Octile;Always;Yes;1;165;38,6274169979695;
A* (A Star);15;Random;Chebyshev;Always;Yes;8;435;38,6274169979695;
Best First Search;15;Random;Manhattan;Always;Yes;0;96;41,698484809835;
Best First Search;15;Random;Euclidean;Always;Yes;0;100;42,5269119345812;
Best First Search;15;Random;Octile;Always;Yes;0;101;41,1126983722081;
Best First Search;15;Random;Chebyshev;Always;Yes;0;109;40,6274169979695;
IDA* (IDA Star);15;Random;Manhattan;Always;Yes;0;0;40,6274169979695;
IDA* (IDA Star);15;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);15;Random;Octile;Always;Yes;135;0;40,6274169979695;
IDA* (IDA Star);15;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;15;Random;Manhattan;Always;Yes;269;2891;38,6274169979695;
Dijkstra;15;Random;Euclidean;Always;Yes;273;2891;38,6274169979695;
Dijkstra;15;Random;Octile;Always;Yes;277;2891;38,6274169979695;
Dijkstra;15;Random;Chebyshev;Always;Yes;270;2891;38,6274169979695;
A* (A Star);16;Random;Manhattan;Always;Yes;6;326;70,8406204335659;
A* (A Star);16;Random;Euclidean;Always;Yes;32;954;66,8406204335659;
A* (A Star);16;Random;Octile;Always;Yes;26;790;66,8406204335659;
A* (A Star);16;Random;Chebyshev;Always;Yes;56;1301;66,8406204335659;
Best First Search;16;Random;Manhattan;Always;Yes;0;164;74,1543289325507;
Best First Search;16;Random;Euclidean;Always;Yes;1;172;68,7401153701776;
Best First Search;16;Random;Octile;Always;Yes;1;172;68,7401153701776;
Best First Search;16;Random;Chebyshev;Always;Yes;1;177;76,8406204335659;
IDA* (IDA Star);16;Random;Manhattan;Always;No;5001;0;-1;
