alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Manhattan;OnlyWhenNoObstacles;No;15199;607;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;11640;595;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;11103;564;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;11113;571;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;10643;554;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;17013;587;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;14251;535;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;0;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;0;16;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Euclidean;OnlyWhenNoObstacles;No;18405;763;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;11168;632;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;11283;560;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;12644;612;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;12160;551;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;555;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;Yes (9610ms );9610;1025;7;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;15861;577;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;14283;586;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;5;Octile;OnlyWhenNoObstacles;No;15074;564;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;19041;1028;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;19360;1207;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;17793;973;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;19811;801;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;31918;1291;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;35671;1431;-1;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;851;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;Yes (24209ms );24209;1218;15,3137084989848;
FitnessWithCollisionDetectionAndCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Manhattan;IfAtMostOneObstacle;No;27969;1013;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Euclidean;IfAtMostOneObstacle;No;18478;945;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Euclidean;IfAtMostOneObstacle;No;16939;903;-1;
FitnessWithCirclicValidation;MutateEM;CrossoverPBX;SelectionRouletteWheel;1000;Genetic Algorithm;6;Euclidean;IfAtMostOneObstacle;No;15627;729;-1;
