alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);13;Manhattan;IfAtMostOneObstacle;Yes (16ms );16;333;53,698484809835;
A* (A Star);13;Euclidean;IfAtMostOneObstacle;Yes (52ms );52;571;53,698484809835;
A* (A Star);13;Octile;IfAtMostOneObstacle;Yes (35ms );35;428;53,698484809835;
A* (A Star);13;Chebyshev;IfAtMostOneObstacle;Yes (130ms );130;828;53,698484809835;
Best First Search;13;Manhattan;IfAtMostOneObstacle;Yes (2ms );2;149;63,4974746830583;
Best First Search;13;Euclidean;IfAtMostOneObstacle;Yes (4ms );4;148;64,0832611206852;
Best First Search;13;Octile;IfAtMostOneObstacle;Yes (4ms );4;148;64,0832611206852;
Best First Search;13;Chebyshev;IfAtMostOneObstacle;Yes (3ms );3;153;62,2842712474619;
Dijkstra;13;Manhattan;IfAtMostOneObstacle;Yes (3890ms );3890;4339;53,698484809835;
Dijkstra;13;Euclidean;IfAtMostOneObstacle;Yes (3962ms );3962;4339;53,698484809835;
Dijkstra;13;Octile;IfAtMostOneObstacle;Yes (4245ms );4245;4339;53,698484809835;
Dijkstra;13;Chebyshev;IfAtMostOneObstacle;Yes (4435ms );4435;4339;53,698484809835;
A* (A Star);14;Manhattan;IfAtMostOneObstacle;Yes (3ms );3;151;43,698484809835;
A* (A Star);14;Euclidean;IfAtMostOneObstacle;Yes (22ms );22;357;43,698484809835;
A* (A Star);14;Octile;IfAtMostOneObstacle;Yes (14ms );14;295;43,698484809835;
A* (A Star);14;Chebyshev;IfAtMostOneObstacle;Yes (34ms );34;449;43,698484809835;
Best First Search;14;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;113;52,1837661840735;
Best First Search;14;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;109;47,0121933088197;
Best First Search;14;Octile;IfAtMostOneObstacle;Yes (1ms );1;109;47,0121933088197;
Best First Search;14;Chebyshev;IfAtMostOneObstacle;Yes (3ms );3;152;53,1126983722081;
Dijkstra;14;Manhattan;IfAtMostOneObstacle;Yes (411ms );411;1281;43,698484809835;
Dijkstra;14;Euclidean;IfAtMostOneObstacle;Yes (325ms );325;1281;43,698484809835;
Dijkstra;14;Octile;IfAtMostOneObstacle;Yes (319ms );319;1281;43,698484809835;
Dijkstra;14;Chebyshev;IfAtMostOneObstacle;Yes (328ms );328;1281;43,698484809835;
A* (A Star);15;Manhattan;IfAtMostOneObstacle;Yes (80ms );80;682;63,698484809835;
A* (A Star);15;Euclidean;IfAtMostOneObstacle;Yes (149ms );149;880;62,8700576850888;
A* (A Star);15;Octile;IfAtMostOneObstacle;Yes (104ms );104;753;62,8700576850888;
A* (A Star);15;Chebyshev;IfAtMostOneObstacle;Yes (213ms );213;1080;62,8700576850888;
Best First Search;15;Manhattan;IfAtMostOneObstacle;Yes (12ms );12;288;98,3675323681471;
Best First Search;15;Euclidean;IfAtMostOneObstacle;Yes (8ms );8;264;93,8822509939085;
Best First Search;15;Octile;IfAtMostOneObstacle;Yes (9ms );9;268;93,8822509939085;
Best First Search;15;Chebyshev;IfAtMostOneObstacle;Yes (6ms );6;212;70,5269119345812;
Dijkstra;15;Manhattan;IfAtMostOneObstacle;Yes (7259ms );7259;5705;62,8700576850888;
Dijkstra;15;Euclidean;IfAtMostOneObstacle;Yes (7301ms );7301;5705;62,8700576850888;
