alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
IDA* (IDA Star);11;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);11;Chebyshev;Never;No;5001;0;-1;
Dijkstra;11;Manhattan;Never;Yes (461ms );461;2368;69;
Dijkstra;11;Euclidean;Never;Yes (463ms );463;2368;69;
Dijkstra;11;Octile;Never;Yes (463ms );463;2368;69;
Dijkstra;11;Chebyshev;Never;Yes (457ms );457;2368;69;
A* (A Star);12;Manhattan;Never;Yes (0ms );0;71;28;
A* (A Star);12;Euclidean;Never;Yes (0ms );0;78;28;
A* (A Star);12;Octile;Never;Yes (0ms );0;71;28;
A* (A Star);12;Chebyshev;Never;Yes (0ms );0;95;28;
Best First Search;12;Manhattan;Never;Yes (0ms );0;68;28;
Best First Search;12;Euclidean;Never;Yes (0ms );0;65;28;
Best First Search;12;Octile;Never;Yes (0ms );0;65;28;
Best First Search;12;Chebyshev;Never;Yes (0ms );0;71;36;
IDA* (IDA Star);12;Manhattan;Never;Yes (0ms );0;0;36;
IDA* (IDA Star);12;Euclidean;Never;Yes (0ms );0;0;36;
IDA* (IDA Star);12;Octile;Never;Yes (0ms );0;0;36;
IDA* (IDA Star);12;Chebyshev;Never;Yes (0ms );0;0;36;
Dijkstra;12;Manhattan;Never;Yes (49ms );49;720;28;
Dijkstra;12;Euclidean;Never;Yes (51ms );51;720;28;
Dijkstra;12;Octile;Never;Yes (49ms );49;720;28;
Dijkstra;12;Chebyshev;Never;Yes (47ms );47;720;28;
A* (A Star);13;Manhattan;Never;Yes (45ms );45;692;72;
A* (A Star);13;Euclidean;Never;Yes (87ms );87;960;72;
A* (A Star);13;Octile;Never;Yes (64ms );64;826;72;
A* (A Star);13;Chebyshev;Never;Yes (129ms );129;1153;72;
Best First Search;13;Manhattan;Never;Yes (5ms );5;260;116;
Best First Search;13;Euclidean;Never;Yes (1ms );1;150;72;
Best First Search;13;Octile;Never;Yes (3ms );3;150;72;
Best First Search;13;Chebyshev;Never;Yes (2ms );2;156;72;
IDA* (IDA Star);13;Manhattan;Never;Yes (0ms );0;0;104;
IDA* (IDA Star);13;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);13;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);13;Chebyshev;Never;No;5001;0;-1;
Dijkstra;13;Manhattan;Never;Yes (1335ms );1335;3676;72;
Dijkstra;13;Euclidean;Never;Yes (1336ms );1336;3676;72;
Dijkstra;13;Octile;Never;Yes (1341ms );1341;3676;72;
Dijkstra;13;Chebyshev;Never;Yes (1337ms );1337;3676;72;
A* (A Star);14;Manhattan;Never;Yes (21ms );21;481;48;
A* (A Star);14;Euclidean;Never;Yes (35ms );35;617;48;
A* (A Star);14;Octile;Never;Yes (31ms );31;588;48;
A* (A Star);14;Chebyshev;Never;Yes (41ms );41;679;48;
Best First Search;14;Manhattan;Never;Yes (2ms );2;147;62;
Best First Search;14;Euclidean;Never;Yes (1ms );1;119;60;
