Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;4;File;Chebyshev;IfAtMostOneObstacle;Yes;4;296;24,142135623731;
A* (A Star);5;File;Manhattan;IfAtMostOneObstacle;Yes;0;73;23,8994949366117;
A* (A Star);5;File;Euclidean;IfAtMostOneObstacle;Yes;1;145;23,8994949366117;
A* (A Star);5;File;Octile;IfAtMostOneObstacle;Yes;1;145;23,8994949366117;
A* (A Star);5;File;Chebyshev;IfAtMostOneObstacle;Yes;1;151;23,8994949366117;
Best First Search;5;File;Manhattan;IfAtMostOneObstacle;Yes;0;151;30,9705627484771;
Best First Search;5;File;Euclidean;IfAtMostOneObstacle;Yes;0;151;27,5563491861041;
Best First Search;5;File;Octile;IfAtMostOneObstacle;Yes;0;151;27,5563491861041;
Best First Search;5;File;Chebyshev;IfAtMostOneObstacle;Yes;0;151;24,4852813742386;
Dijkstra;5;File;Manhattan;IfAtMostOneObstacle;Yes;6;286;23,8994949366117;
Dijkstra;5;File;Euclidean;IfAtMostOneObstacle;Yes;7;286;23,8994949366117;
Dijkstra;5;File;Octile;IfAtMostOneObstacle;Yes;4;286;23,8994949366117;
Dijkstra;5;File;Chebyshev;IfAtMostOneObstacle;Yes;6;286;23,8994949366117;
A* (A Star);6;File;Manhattan;IfAtMostOneObstacle;Yes;0;27;7,65685424949238;
A* (A Star);6;File;Euclidean;IfAtMostOneObstacle;Yes;0;32;7,65685424949238;
A* (A Star);6;File;Octile;IfAtMostOneObstacle;Yes;0;32;7,65685424949238;
A* (A Star);6;File;Chebyshev;IfAtMostOneObstacle;Yes;0;37;7,65685424949238;
Best First Search;6;File;Manhattan;IfAtMostOneObstacle;Yes;0;37;7,65685424949238;
Best First Search;6;File;Euclidean;IfAtMostOneObstacle;Yes;0;37;7,65685424949238;
Best First Search;6;File;Octile;IfAtMostOneObstacle;Yes;0;37;7,65685424949238;
Best First Search;6;File;Chebyshev;IfAtMostOneObstacle;Yes;0;37;8,82842712474619;
Dijkstra;6;File;Manhattan;IfAtMostOneObstacle;Yes;1;124;7,65685424949238;
Dijkstra;6;File;Euclidean;IfAtMostOneObstacle;Yes;1;124;7,65685424949238;
Dijkstra;6;File;Octile;IfAtMostOneObstacle;Yes;1;124;7,65685424949238;
Dijkstra;6;File;Chebyshev;IfAtMostOneObstacle;Yes;0;124;7,65685424949238;
A* (A Star);7;File;Manhattan;IfAtMostOneObstacle;Yes;0;22;7,65685424949238;
A* (A Star);7;File;Euclidean;IfAtMostOneObstacle;Yes;0;23;7,65685424949238;
A* (A Star);7;File;Octile;IfAtMostOneObstacle;Yes;0;23;7,65685424949238;
A* (A Star);7;File;Chebyshev;IfAtMostOneObstacle;Yes;0;28;7,65685424949238;
Best First Search;7;File;Manhattan;IfAtMostOneObstacle;Yes;0;28;7,65685424949238;
