Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
A* (A Star);12;Random;Euclidean;Never;Yes;72;1946;99;
A* (A Star);12;Random;Octile;Never;Yes;54;1728;99;
A* (A Star);12;Random;Chebyshev;Never;Yes;100;2375;99;
Best First Search;12;Random;Manhattan;Never;Yes;1;242;111;
Best First Search;12;Random;Euclidean;Never;Yes;1;238;117;
Best First Search;12;Random;Octile;Never;Yes;1;239;117;
Best First Search;12;Random;Chebyshev;Never;Yes;1;236;113;
IDA* (IDA Star);12;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);12;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);12;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);12;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;12;Random;Manhattan;Never;Yes;675;6398;99;
Dijkstra;12;Random;Euclidean;Never;Yes;693;6398;99;
Dijkstra;12;Random;Octile;Never;Yes;677;6398;99;
Dijkstra;12;Random;Chebyshev;Never;Yes;693;6398;99;
A* (A Star);13;Random;Manhattan;Never;Yes;62;1813;134;
A* (A Star);13;Random;Euclidean;Never;Yes;154;2896;134;
A* (A Star);13;Random;Octile;Never;Yes;123;2600;134;
A* (A Star);13;Random;Chebyshev;Never;Yes;231;3508;134;
Best First Search;13;Random;Manhattan;Never;Yes;3;345;154;
Best First Search;13;Random;Euclidean;Never;Yes;2;315;148;
Best First Search;13;Random;Octile;Never;Yes;2;320;148;
Best First Search;13;Random;Chebyshev;Never;Yes;4;388;164;
IDA* (IDA Star);13;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);13;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);13;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);13;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;13;Random;Manhattan;Never;Yes;617;6125;134;
Dijkstra;13;Random;Euclidean;Never;Yes;616;6125;134;
Dijkstra;13;Random;Octile;Never;Yes;623;6125;134;
Dijkstra;13;Random;Chebyshev;Never;Yes;607;6125;134;
A* (A Star);14;Random;Manhattan;Never;Yes;0;133;36;
A* (A Star);14;Random;Euclidean;Never;Yes;3;299;36;
A* (A Star);14;Random;Octile;Never;Yes;2;280;36;
A* (A Star);14;Random;Chebyshev;Never;Yes;3;362;36;
Best First Search;14;Random;Manhattan;Never;Yes;0;88;40;
Best First Search;14;Random;Euclidean;Never;Yes;0;70;36;
Best First Search;14;Random;Octile;Never;Yes;0;70;36;
Best First Search;14;Random;Chebyshev;Never;Yes;0;82;40;
IDA* (IDA Star);14;Random;Manhattan;Never;Yes;7;0;40;
IDA* (IDA Star);14;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);14;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);14;Random;Chebyshev;Never;No;5001;0;-1;
