Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;3;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;123;53,3553390593274;
Best First Search;3;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;133;52,1421356237309;
IDA* (IDA Star);3;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;52,1421356237309;
IDA* (IDA Star);3;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);3;WithPattern;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);3;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;3;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;84;1664;49,2132034355964;
Dijkstra;3;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;84;1664;49,2132034355964;
Dijkstra;3;WithPattern;Octile;IfAtMostOneObstacle;Yes;84;1664;49,2132034355964;
Dijkstra;3;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;83;1664;49,2132034355964;
A* (A Star);4;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;208;71,5269119345812;
A* (A Star);4;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;34;891;70,9411254969542;
A* (A Star);4;WithPattern;Octile;IfAtMostOneObstacle;Yes;16;674;70,9411254969542;
A* (A Star);4;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;40;1100;70,9411254969542;
Best First Search;4;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;188;80,6396103067892;
Best First Search;4;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;189;80,6396103067892;
Best First Search;4;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;188;80,6396103067892;
Best First Search;4;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1;179;70,9411254969543;
IDA* (IDA Star);4;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;70,9411254969543;
IDA* (IDA Star);4;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);4;WithPattern;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);4;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;4;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;402;3638;70,9411254969542;
Dijkstra;4;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;403;3638;70,9411254969542;
Dijkstra;4;WithPattern;Octile;IfAtMostOneObstacle;Yes;401;3638;70,9411254969542;
Dijkstra;4;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;409;3638;70,9411254969542;
A* (A Star);5;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;107;42,0416305603426;
A* (A Star);5;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;4;354;41,2132034355964;
A* (A Star);5;WithPattern;Octile;IfAtMostOneObstacle;Yes;3;253;41,2132034355964;
A* (A Star);5;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;9;472;41,2132034355964;
